ID,UCSC_RefGene_Group,UCSC_RefGene_Name
cg18838257,5'UTR,POM121C
cg18840151,TSS200;TSS200,EIF2AK1;EIF2AK1
cg18842805,,
cg18843944,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18844118,TSS1500,NFE2L3
cg18844331,Body,TRIP6
cg18845277,TSS1500,HUS1
cg18845298,Body,PTPRZ1
cg18845377,,
cg18845598,TSS1500,OR2A5
cg18845801,TSS200,TSPAN13
cg18845984,TSS200,ZNF212
cg18846423,TSS200;TSS200;TSS200;TSS200;TSS200,H2AFV;H2AFV;H2AFV;H2AFV;H2AFV
cg18847089,Body;Body;Body;Body;Body;Body,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg18847118,,
cg18848222,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B
cg18848287,TSS200,LOC389458
cg18849847,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18850127,Body;Body,POU6F2;POU6F2
cg18850427,Body,SDK1
cg18851071,TSS1500,FKBP14
cg18851319,,
cg18851730,TSS1500,CREB3L2
cg18852765,TSS1500,BAIAP2L1
cg18852817,,
cg18853935,,
cg18856214,Body;Body,SDK1;SDK1
cg18856614,,
cg18856632,,
cg18857159,TSS200,ZNF394
cg18857889,TSS200;TSS200;TSS200,C7orf46;C7orf46;C7orf46
cg18858249,3'UTR,MAGI2
cg18863848,Body,GRID2IP
cg18871179,,
cg18871253,1stExon;5'UTR;5'UTR;1stExon;5'UTR;1stExon,FOXP2;FOXP2;FOXP2;FOXP2;FOXP2;FOXP2
cg18873037,TSS200,NUB1
cg18873166,Body,TNS3
cg18873386,Body,DLX5
cg18873686,,
cg18873914,TSS1500,CLEC2L
cg18874294,Body;Body,ZPBP;ZPBP
cg18876405,,
cg18876849,Body,HEATR2
cg18880543,5'UTR;Body,PRKAG2;PRKAG2
cg18880986,Body,FBXL18
cg18882091,Body;Body;Body;Body,ATP5J2;ATP5J2;ATP5J2;ATP5J2
cg18882314,Body,SDK1
cg18883476,Body;Body,DPP6;DPP6
cg18883530,Body;Body,AUTS2;AUTS2
cg18883682,Body,AOAH
cg18884388,,
cg18884557,Body;Body;Body,CUX1;CUX1;CUX1
cg18884741,TSS1500,RABGEF1
cg18884869,,
cg18884940,,
cg18885392,Body;Body;Body;Body,HDAC9;HDAC9;HDAC9;HDAC9
cg18886274,,
cg18887107,TSS200;TSS200,ZNF107;ZNF107
cg18887230,Body;Body,SMURF1;SMURF1
cg18887458,,
cg18889973,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18892244,Body,HEATR2
cg18892485,,
cg18892624,Body;Body,ACTR3C;ACTR3C
cg18893000,5'UTR;5'UTR,NRCAM;NRCAM
cg18893098,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg18893938,,
cg18894198,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18894200,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18894460,,
cg18895155,5'UTR,ZNF498
cg18896687,5'UTR,MAFK
cg18898185,TSS200,FKBP14
cg18898992,TSS1500;5'UTR;TSS1500;5'UTR;TSS1500,SGCE;PEG10;SGCE;PEG10;SGCE
cg18899058,Body,TRRAP
cg18912530,,
cg18912560,Body,LOC100132832
cg18912574,Body,NCRNA00174
cg18912981,TSS1500,C1GALT1
cg18913869,TSS200,POM121C
cg18913923,Body,AOAH
cg18913924,,
cg18914892,TSS1500,CLK2P
cg18921306,Body,POR
cg18921475,Body,C7orf42
cg18922542,3'UTR;3'UTR,AUTS2;AUTS2
cg18922629,Body;TSS1500,SSBP1;FLJ40852
cg18924229,,
cg18925601,,
cg18927317,Body,YWHAG
cg18928221,,
cg18929240,Body,HEATR2
cg18929251,Body,LAMB4
cg18929814,Body,TECPR1
cg18931036,Body,HOXA6
cg18933685,Body;Body,SDK1;SDK1
cg18934293,TSS1500;5'UTR;5'UTR;TSS1500,MEST;MEST;MEST;MESTIT1
cg18934441,,
cg18934443,TSS1500;Body;TSS1500,ATP6V0E2;LOC401431;ATP6V0E2
cg18934581,5'UTR;5'UTR;1stExon;1stExon,GTPBP10;GTPBP10;GTPBP10;GTPBP10
cg18934641,Body;1stExon;5'UTR;Body;Body,GATS;GATS;GATS;GATS;GATS
cg18935479,TSS200,RHEB
cg18936502,,
cg18938534,Body,GLI3
cg18939664,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18940047,Body;TSS200,DPP6;DPP6
cg18940274,Body,CUL1
cg18940674,,
cg18943866,,
cg18943917,Body,LOC728743
cg18944087,Body;3'UTR;Body;Body;1stExon,C7orf50;GPR146;C7orf50;C7orf50;GPR146
cg18944176,,
cg18944653,3'UTR;Body;Body;Body;Body,HGF;HGF;HGF;HGF;HGF
cg18947550,,
cg18948899,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18949794,,
cg18949921,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg18951543,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg18951862,Body;Body,UPP1;UPP1
cg18952098,5'UTR;TSS1500;Body;5'UTR,CROT;TP53TG1;CROT;CROT
cg18952683,,
cg18952796,5'UTR;1stExon,NPTX2;NPTX2
cg18952945,Body;Body,C7orf58;C7orf58
cg18953747,TSS200,ZNF815
cg18955629,Body,SLC4A2
cg18956562,3'UTR;3'UTR,TPK1;TPK1
cg18956825,,
cg18958693,Body;Body,PSMG3;PSMG3
cg18959139,TSS200,TBL2
cg18959198,,
cg18961281,TSS200,CARD11
cg18961546,,
cg18961681,,
cg18962747,TSS200,MRPS17
cg18963535,,
cg18964251,TSS1500;Body;Body;Body,MIR591;SLC25A13;SLC25A13;SLC25A13
cg18964630,,
cg18965116,,
cg18965179,Body;Body;Body,CUX1;CUX1;CUX1
cg18966597,,
cg18966688,Body;Body,AUTS2;AUTS2
cg18966819,Body,FOXK1
cg18967180,Body,DENND2A
cg18967846,TSS1500,CLDN12
cg18971054,5'UTR,MGAM
cg18976177,,
cg18976571,Body,SRPK2
cg18976797,,
cg18977999,TSS200;TSS200,HOXA11;HOXA11AS
cg18978493,Body;TSS1500,HOXA11AS;HOXA11
cg18983132,Body,MAGI2
cg18983604,,
cg18984900,Body,RADIL
cg18985994,Body;Body,IQCE;IQCE
cg18986967,,
cg18987026,Body,LOC286002
cg18987274,TSS200,CHCHD3
cg18988856,TSS200;TSS200;TSS200,CYP3A43;CYP3A43;CYP3A43
cg18988861,,
cg18988889,,
cg18989174,TSS1500,ZNF467
cg18989536,3'UTR,NAMPT
cg18990050,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg18990588,,
cg18990714,TSS200,RABGEF1
cg18991242,Body;Body,LOC100132707;LOC100132707
cg18991321,Body,AGFG2
cg18991862,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg18992848,Body;Body,TPK1;TPK1
cg18993778,Body;Body,HIPK2;HIPK2
cg18997129,1stExon,EPHA1
cg18998543,3'UTR,GNA12
cg18999165,5'UTR;5'UTR;TSS1500;1stExon;1stExon,FAM115C;FAM115C;FAM115C;FAM115C;FAM115C
cg18999390,,
cg19012731,1stExon;5'UTR,KIAA1324L;KIAA1324L
cg19012958,Body,LOC100128542
cg19013522,Body,TTYH3
cg19013611,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19014245,,
cg19014623,Body,ACTL6B
cg19014792,5'UTR,CARD11
cg19015909,TSS200,SMO
cg19015997,Body,SCIN
cg19016273,Body,SDK1
cg19016816,,
cg19019380,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19020339,Body,MAGI2
cg19023700,TSS1500;Body,MKLN1;MKLN1
cg19027884,,
cg19027985,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19028079,Body,FAM20C
cg19028499,,
cg19029859,,
cg19031429,,
cg19033037,,
cg19033045,TSS1500;5'UTR;1stExon,PMS2L2;STAG3L3;STAG3L3
cg19033943,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19034510,Body,POLR2J4
cg19035075,Body,FOXK1
cg19036016,,
cg19036372,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19036490,3'UTR,FOXK1
cg19036773,Body,MLL3
cg19037304,TSS1500,TMEM196
cg19037357,TSS200,TSGA14
cg19037652,TSS200,MRPS24
cg19037884,,
cg19040163,Body,HSPB1
cg19041648,TSS200;TSS200;TSS200,ABCB4;ABCB4;ABCB4
cg19042013,,
cg19042950,5'UTR;1stExon,IGF2BP3;IGF2BP3
cg19043969,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19044696,TSS200,SND1
cg19045437,Body,PLXNA4
cg19046642,,
cg19046783,TSS1500,CYP3A4
cg19048371,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19048532,Body;Body;Body,HOXA3;HOXA3;HOXA3
cg19049109,,
cg19049696,TSS1500,PKD1L1
cg19050266,TSS200,GIMAP8
cg19051416,,
cg19052384,TSS1500,TMED4
cg19052547,Body;Body,PRKAG2;PRKAG2
cg19053223,Body,ATXN7L1
cg19053686,Body,HECW1
cg19053889,Body;3'UTR;Body;Body;1stExon,C7orf50;GPR146;C7orf50;C7orf50;GPR146
cg19053929,3'UTR,MTERF
cg19054158,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19055436,,
cg19055872,Body;Body,NRCAM;NRCAM
cg19056687,3'UTR;3'UTR,BAIAP2L1;BRI3
cg19057076,Body;Body,ISPD;ISPD
cg19058734,Body,YKT6
cg19061632,Body;TSS1500,LOC100134713;NDUFB2
cg19062098,Body;Body,HNRNPA2B1;HNRNPA2B1
cg19062258,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19064523,TSS1500,TWIST1
cg19064846,,
cg19071544,5'UTR,NOD1
cg19071627,TSS1500,ARPC1A
cg19071989,Body;Body;Body;Body,LFNG;LFNG;LFNG;LFNG
cg19072251,5'UTR;1stExon,ZNF786;ZNF786
cg19072291,3'UTR;3'UTR;Body;3'UTR;3'UTR,CRCP;CRCP;CRCP;CRCP;CRCP
cg19073171,Body;TSS1500,PAXIP1;LOC202781
cg19077231,Body;Body;Body;Body,SRRT;SRRT;SRRT;SRRT
cg19079047,TSS1500;5'UTR;1stExon;1stExon;TSS1500;5'UTR;TSS1500,SGCE;PEG10;PEG10;PEG10;SGCE;PEG10;SGCE
cg19079233,Body;Body,ISPD;ISPD
cg19080100,Body,TRPV6
cg19080138,1stExon;5'UTR,HERPUD2;HERPUD2
cg19080320,Body,FOXK1
cg19080839,Body;Body;Body,SMARCD3;SMARCD3;SMARCD3
cg19081270,Body,KIAA0415
cg19081450,,
cg19081751,,
cg19082304,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19082708,,
cg19082909,Body,TRRAP
cg19083626,,
cg19084479,TSS1500;TSS1500,POLD2;POLD2
cg19086110,,
cg19086309,5'UTR;5'UTR;5'UTR,CALD1;CALD1;CALD1
cg19087971,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg19089073,,
cg19089201,3'UTR,MYO1G
cg19090492,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19091386,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19092093,,
cg19094333,,
cg19094673,,
cg19096571,,
cg19096849,TSS1500,CD36
cg19097150,,
cg19097494,,
cg19098690,3'UTR;TSS1500;TSS1500;TSS1500;3'UTR;TSS1500;TSS1500,CCT6A;SUMF2;SUMF2;SUMF2;CCT6A;SUMF2;SUMF2
cg19098793,Body;Body;TSS200;Body;TSS200,KIAA1908;KIAA1908;PSMG3;KIAA1908;PSMG3
cg19099311,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19099843,Body,VWDE
cg19100779,TSS200;TSS200,ASB4;ASB4
cg19101630,TSS200;TSS1500;TSS1500;TSS1500,MOSPD3;MOSPD3;MOSPD3;MOSPD3
cg19102293,,
cg19103169,,
cg19103175,Body,LOC641746
cg19103429,Body;Body,CDK6;CDK6
cg19103770,TSS1500,TFPI2
cg19103950,,
cg19104112,TSS200,RALA
cg19104757,Body,FAM20C
cg19105122,Body,SRRM3
cg19106179,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19107055,Body;Body,DDC;DDC
cg19107595,5'UTR;1stExon;1stExon;TSS200;TSS200;TSS200;5'UTR,PEG10;PEG10;PEG10;SGCE;SGCE;SGCE;PEG10
cg19107641,,
cg19111265,TSS1500,EPHA1
cg19112236,,
cg19113326,Body;Body,POU6F2;POU6F2
cg19115610,5'UTR,IKZF1
cg19116668,Body,PMS2L1
cg19118812,5'UTR;1stExon,ELMO1;ELMO1
cg19118904,Body,DNAJB6
cg19119382,,
cg19119531,TSS1500,HIP1
cg19124424,,
cg19125584,Body;Body;Body;Body;Body;Body,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg19126110,,
cg19126954,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19127138,,
cg19127541,,
cg19128364,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19129336,Body;Body,CCDC132;CCDC132
cg19130610,,
cg19130630,,
cg19130645,,
cg19130677,,
cg19130981,Body,RHEB
cg19131736,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19133875,5'UTR;5'UTR,C7orf68;C7orf68
cg19140834,Body;Body,PODXL;PODXL
cg19142026,5'UTR;1stExon,HOXA4;HOXA4
cg19142553,Body;Body,HNRNPA2B1;HNRNPA2B1
cg19145001,3'UTR,IKZF1
cg19145584,TSS200,NCRNA00174
cg19145858,,
cg19146577,,
cg19146587,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19147218,TSS1500,HOXA7
cg19147804,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19149522,TSS1500;TSS1500;TSS1500;TSS1500,ZDHHC4;ZDHHC4;ZDHHC4;ZDHHC4
cg19150007,1stExon,KCND2
cg19150029,,
cg19151665,,
cg19153763,TSS200,HOXA7
cg19153883,,
cg19154774,Body;Body,EXOC4;EXOC4
cg19155391,TSS200,ZNF727
cg19156335,TSS200,NCAPG2
cg19156402,,
cg19157140,TSS200;5'UTR;5'UTR;5'UTR,HEATR2;PRKAR1B;PRKAR1B;PRKAR1B
cg19159011,5'UTR,IKZF1
cg19159527,,
cg19160433,Body;Body,AUTS2;AUTS2
cg19160975,1stExon,BAZ1B
cg19161053,5'UTR;TSS1500;5'UTR;1stExon;1stExon,CPSF4;PTCD1;CPSF4;CPSF4;CPSF4
cg19161124,TSS1500,DPP6
cg19161559,Body;Body;Body,CUX1;CUX1;CUX1
cg19162075,Body;Body;Body,DPP6;DPP6;DPP6
cg19162970,,
cg19163074,TSS1500,INTS4L2
cg19163939,Body,ADAP1
cg19164917,TSS200;TSS1500,ZKSCAN5;ZKSCAN5
cg19165946,Body,ZC3HAV1L
cg19166347,Body,SFRP4
cg19167080,TSS1500;TSS1500,CLIP2;CLIP2
cg19170881,Body,EMID2
cg19170930,,
cg19172278,,
cg19173602,1stExon;1stExon,C7orf63;C7orf63
cg19175725,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19176453,TSS1500,CDK6
cg19183166,TSS200;5'UTR;TSS200,LRRC61;ACTR3C;LRRC61
cg19183743,TSS1500,HOXA6
cg19189115,Body,TNPO3
cg19193956,,
cg19194095,Body;Body;Body,AAA1;NPSR1;NPSR1
cg19194405,Body;Body,DDC;DDC
cg19195077,,
cg19195760,,
cg19196326,,
cg19196335,TSS1500,HOXA5
cg19196466,Body;Body,UBE2H;UBE2H
cg19196806,5'UTR,HBP1
cg19196826,5'UTR,CARD11
cg19197750,TSS1500;Body,URGCP;UBE2D4
cg19198568,5'UTR;1stExon,TRIL;TRIL
cg19198652,TSS200,GUSB
cg19201856,Body;Body,EIF4H;EIF4H
cg19202325,TSS1500,WBSCR16
cg19203203,Body,PIK3CG
cg19208079,TSS1500,GLI3
cg19208749,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19210140,,
cg19212224,Body;Body;Body;Body,TAC1;TAC1;TAC1;TAC1
cg19212465,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19213194,Body;Body;Body,CUX1;CUX1;CUX1
cg19214707,,
cg19215677,Body;Body,EIF3B;EIF3B
cg19216624,,
cg19216631,,
cg19216792,Body,SKAP2
cg19219624,Body;Body;Body;Body,TAC1;TAC1;TAC1;TAC1
cg19221959,5'UTR;5'UTR,PPP1R9A;PPP1R9A
cg19224047,,
cg19228034,,
cg19228374,3'UTR,ZC3HC1
cg19229215,Body;Body;Body;Body;Body,ELN;ELN;ELN;ELN;ELN
cg19229651,,
cg19229692,Body,PLXNA4
cg19230755,,
cg19230787,Body,SDK1
cg19231180,,
cg19231743,3'UTR,GALNT11
cg19234709,Body,RADIL
cg19236395,TSS200,POLM
cg19236675,Body,PMS2L11
cg19237063,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19237530,3'UTR,ABCA13
cg19237600,3'UTR,AZGP1
cg19238824,TSS200,FAM180A
cg19239040,,
cg19239199,,
cg19239692,Body;Body;Body;Body;Body;Body,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg19240213,5'UTR,HOXA3
cg19240483,Body,TBL2
cg19240584,,
cg19241327,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19242568,Body,KRBA1
cg19242984,,
cg19243252,5'UTR,AMZ1
cg19243409,Body;Body,RBM28;RBM28
cg19243691,TSS200;TSS200,FAM40B;FAM40B
cg19244553,,
cg19244562,Body,SSPO
cg19245477,TSS200;TSS200;TSS200;TSS200;TSS200,SUMF2;SUMF2;SUMF2;SUMF2;SUMF2
cg19246654,Body;Body,HIPK2;HIPK2
cg19247005,Body,EMID2
cg19248162,5'UTR,PLXNA4
cg19248407,Body;Body;Body,CUX1;CUX1;CUX1
cg19249042,,
cg19249678,TSS200;TSS200,DNAJB6;DNAJB6
cg19249874,,
cg19250764,1stExon;TSS1500;5'UTR,TYW1;SBDS;TYW1
cg19251962,Body;Body;Body,KIAA1908;KIAA1908;KIAA1908
cg19252891,3'UTR,SPDYE5
cg19254152,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19256125,TSS1500,EN2
cg19256474,,
cg19256675,TSS1500;5'UTR;5'UTR,PMS2L2;STAG3L1;STAG3L1
cg19257762,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19258062,TSS1500;TSS1500,FABP5L3;MLL3
cg19258665,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19259179,,
cg19260237,,
cg19260567,Body,CNTNAP2
cg19260663,5'UTR;5'UTR;5'UTR,DFNA5;DFNA5;DFNA5
cg19261526,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19262371,TSS1500;TSS1500,NT5C3;NT5C3
cg19262563,Body,SEMA3C
cg19263161,Body;Body;Body,C7orf50;C7orf50;C7orf50
cg19263469,,
cg19263607,,
cg19265546,,
cg19265600,Body,TNRC18
cg19265919,,
cg19266014,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19266034,TSS1500;1stExon;TSS1500;5'UTR,THAP5;DNAJB9;THAP5;DNAJB9
cg19266396,5'UTR,ELFN1
cg19267253,,
cg19268017,Body;Body,AUTS2;AUTS2
cg19268477,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19268947,3'UTR;3'UTR;3'UTR,PTPN12;PTPN12;PTPN12
cg19269622,Body,LMTK2
cg19270265,Body;Body;Body,GRM8;GRM8;GRM8
cg19270887,Body,HECW1
cg19271753,Body,TNRC18
cg19272540,,
cg19273773,TSS1500;TSS1500,NAPEPLD;NAPEPLD
cg19275220,,
cg19275692,Body;Body,RELN;RELN
cg19275838,Body;Body;Body;Body;Body,CCM2;CCM2;CCM2;CCM2;CCM2
cg19277672,Body,RNF32
cg19279257,Body;TSS1500,SLC12A9;TRIP6
cg19286500,,
cg19286658,TSS1500,PRPS1L1
cg19286989,Body,SDK1
cg19289355,,
cg19289921,3'UTR,AEBP1
cg19289969,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19292712,TSS1500;TSS1500,SPAM1;SPAM1
cg19296591,Body;Body,PCLO;PCLO
cg19297245,Body;3'UTR,SDK1;SDK1
cg19306761,,
cg19307584,Body,CHN2
cg19310148,Body,NFE2L3
cg19310167,,
cg19310340,Body,RARRES2
cg19310653,Body;Body;Body,CUX1;CUX1;CUX1
cg19311253,,
cg19312058,5'UTR;5'UTR,PEG10;PEG10
cg19313311,,
cg19314263,3'UTR,COX19
cg19315638,5'UTR;5'UTR,NRCAM;NRCAM
cg19317433,TSS1500,STEAP1
cg19317517,5'UTR,ADCYAP1R1
cg19318147,,
cg19318403,Body;Body,CBLL1;CBLL1
cg19319069,TSS1500;TSS1500,UBE2H;UBE2H
cg19319088,1stExon;5'UTR,C7orf70;C7orf70
cg19319490,1stExon,GUSB
cg19319558,,
cg19319735,TSS200,TNRC18
cg19322825,,
cg19323059,Body;Body,LOC285954;LOC285954
cg19323285,5'UTR;1stExon;1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR,BBS9;BBS9;BBS9;BBS9;BBS9;BBS9;BBS9;BBS9
cg19324118,Body;Body,ATXN7L1;ATXN7L1
cg19324978,,
cg19325139,,
cg19327137,Body;Body,VPS41;VPS41
cg19329121,TSS200,PDK4
cg19329146,TSS1500,GGCT
cg19331779,,
cg19332409,Body,RNF32
cg19332610,Body;Body;Body,DPP6;DPP6;DPP6
cg19333739,,
cg19333996,3'UTR;3'UTR,KIAA1549;KIAA1549
cg19334350,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19335195,,
cg19335617,Body;Body,C7orf58;C7orf58
cg19335954,TSS200;TSS200,C7orf13;RNF32
cg19336198,Body,FOXK1
cg19336959,TSS200;TSS200;TSS200;5'UTR;TSS200,TMEM176B;TMEM176B;TMEM176A;TMEM176B;TMEM176B
cg19337854,Body,GPC2
cg19339021,Body,TTYH3
cg19340390,Body,WDR86
cg19340455,Body;Body;TSS1500;Body,C7orf50;C7orf50;GPR146;C7orf50
cg19341106,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19341901,,
cg19341945,,
cg19342382,TSS1500,POM121C
cg19343600,TSS200;TSS200;TSS200,TRIM50;FKBP6;FKBP6
cg19344322,Body,FLJ23834
cg19344806,5'UTR;5'UTR;TSS1500;Body,MEST;MEST;MESTIT1;MEST
cg19346507,TSS200,ESYT2
cg19346623,Body;Body,CUX1;CUX1
cg19346786,,
cg19346941,Body;Body,GTF2IRD1;GTF2IRD1
cg19348272,Body,PION
cg19350216,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19350682,TSS200,EPHB4
cg19350839,TSS1500,VKORC1L1
cg19351398,TSS1500,SSPO
cg19351701,Body;Body,HOXA10;HOXA10
cg19351954,,
cg19361615,3'UTR,SEMA3C
cg19362210,1stExon;TSS1500;5'UTR;TSS200,TRIM50;FKBP6;TRIM50;FKBP6
cg19363471,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19363607,,
cg19363669,TSS200;5'UTR;5'UTR;TSS1500;5'UTR;5'UTR,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B
cg19363755,Body,TMEM184A
cg19364784,Body,KRBA1
cg19365527,3'UTR,VWC2
cg19365706,Body,EPHB4
cg19365810,Body,MLL3
cg19366753,Body,MAGI2
cg19367193,3'UTR;3'UTR;3'UTR,PRKAG2;PRKAG2;PRKAG2
cg19367951,5'UTR,POM121C
cg19367991,Body;Body,UBE2H;UBE2H
cg19368325,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19369262,Body;Body,SDK1;SDK1
cg19369606,TSS1500,C7orf59
cg19370284,TSS1500,ZSCAN21
cg19370689,5'UTR;Body;5'UTR;Body,LRRC17;FBXL13;LRRC17;FBXL13
cg19370980,TSS1500;5'UTR;TSS1500;TSS1500;5'UTR,PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A
cg19376090,Body;Body;Body,SMARCD3;SMARCD3;SMARCD3
cg19376461,Body,IMMP2L
cg19377014,,
cg19377250,Body,SLC12A9
cg19380793,Body,IMMP2L
cg19381766,,
cg19381814,5'UTR;TSS1500;TSS1500,GRB10;GRB10;GRB10
cg19381819,,
cg19382157,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19382191,Body,RAMP3
cg19382632,,
cg19382885,Body,SND1
cg19383680,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19384697,5'UTR;5'UTR;1stExon;1stExon,UPK3B;UPK3B;UPK3B;UPK3B
cg19385090,,
cg19385365,Body,DGKI
cg19385933,,
cg19386484,TSS1500;5'UTR;5'UTR;TSS1500,MEST;MEST;MEST;MESTIT1
cg19387066,Body,MLL3
cg19387936,Body;Body;Body;Body;Body;Body;Body,IMPDH1;IMPDH1;IMPDH1;IMPDH1;IMPDH1;IMPDH1;IMPDH1
cg19389953,,
cg19389973,Body,AOAH
cg19390244,5'UTR,PLXNA4
cg19390658,Body,GARS
cg19391535,5'UTR,CUL1
cg19391667,,
cg19392396,TSS1500,GRB10
cg19393233,,
cg19396253,3'UTR;3'UTR;3'UTR,PHTF2;PHTF2;PHTF2
cg19397885,TSS1500,VWDE
cg19398196,Body,RBM33
cg19402173,1stExon;5'UTR;1stExon;5'UTR,CALU;CALU;CALU;CALU
cg19404207,,
cg19405371,Body,RP9
cg19406161,,
cg19407454,Body;Body,IQCE;IQCE
cg19410046,Body,CHN2
cg19410378,3'UTR;3'UTR,ACTR3B;ACTR3B
cg19410471,TSS200,C7orf34
cg19412295,,
cg19412964,Body;Body;Body,PRKAG2;PRKAG2;PRKAG2
cg19413766,Body,LOC646762
cg19414360,,
cg19414711,Body,SND1
cg19414780,Body,ABCB8
cg19414980,,
cg19415003,Body;Body;Body,DPP6;DPP6;DPP6
cg19418190,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19418273,3'UTR,CREB3L2
cg19418458,,
cg19419125,,
cg19419389,Body;Body;Body,MAD1L1;MAD1L1;MAD1L1
cg19420101,Body,PDAP1
cg19421584,Body,WDR60
cg19422119,,
cg19422140,Body;Body;Body,CREB5;CREB5;CREB5
cg19422369,Body,GNA12
cg19423622,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19425554,5'UTR;1stExon,TMEM209;TMEM209
cg19425969,,
cg19426050,,
cg19426277,Body;Body;Body;1stExon,C7orf50;C7orf50;C7orf50;GPR146
cg19426362,TSS200;TSS200,CALU;CALU
cg19427573,Body,HEATR2
cg19428573,Body,DNAJB6
cg19428602,Body,MYH16
cg19428939,Body;Body,IQCE;IQCE
cg19430577,TSS200,STEAP4
cg19430694,Body,HEATR2
cg19432993,TSS1500,HOXA2
cg19434087,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19434164,Body;Body;Body,CUX1;CUX1;CUX1
cg19435453,,
cg19435621,TSS1500;5'UTR;TSS1500;TSS1500;5'UTR,PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A
cg19435720,Body,MAGI2
cg19436016,Body,ADAP1
cg19437001,TSS1500,OR2A5
cg19437757,Body;Body;Body,PTPRN2;PTPRN2;PTPRN2
cg19438100,TSS200,GLCCI1
cg19445335,Body,ADAP1
cg19446358,Body,AGAP3
cg19447636,,
